rusinque	658
russi	1826
russy	1042
ruth	1997
ruver	488
ruíz	2136
rátiva	1470
rúa	944
saavedra	2333
saba	706
sabaraín	1844
sabat	1558
sabogal	1678
sabria	670
sabulón	214
sacristán	656
saganome	1960
sahira	256
saida	597
sairías	493
saiz	391
sajonero	40
salamanca	2449
salanueva	69
salas	901
salazar	2307
salcedo	2392
saldana	1348
saldarriaga	1080
saldaña	2078
salem	598
salgado	2130
salguero	1525
salinas	979
salomón	2192
salustiano	93
salvador	2039
samacá	175
samaniego	367
samit	570
samora	105
samudio	61
samuel	1915
samír	1462
sanabria	2453
sandino	1822
sandoval	2423
sandra	2245
santafé	1823
santiago	365
santisteban	1717
santos	1894
sanudo	293
sanín	343
sara	1028
saraza	1281
saret	931
sarmiento	2312
sarrazola	571
sastoque	835
sastre	689
sativa	1163
satizábal	157
satoba	1570
saturdina	524
saulo	1819
saúl	1119
sebastián	1453
segismundo	197
segovia	1039
segua	1168
seguera	903
segundo	2324
segura	2108
seija	728
selva	96
senejoa	1610
seneth	969
sepúlveda	2428
sequera	454
serafín	316
sergio	1989
serna	1318
serrano	2143
severino	696
severo	1055
shalosky	152
siabato	2259
siachoque	893
siatama	164
siatame	253
siaucho	2056
sibilina	795
siboche	184
sicacha	81
sichacá	1792
sicuamia	1668
siempira	1902
sienn	1203
sierra	2288
sierva	295
siervo	450
sigifredo	2264
silva	2277
silvania	511
silverio	1808
silvestre	2069
silvia	1981
silvino	1695
silvio	1487
simanca	1003
simbaguera	565
simbaqueba	2137
simbasica	898
simmonds	1878
simón	388
sinaí	753
sinforoso	546
siria	159
siriaco	1521
sixto	239
smorz	821
socadagui	1962
socha	2085
sofía	1607
sogamoso	1072
solano	2055
soledad	463
soler	1939
solera	1512
solman	236
solorza	957
solís	1205
sonia	1516
sonya	983
soraca	1491
sosa	1608
sotachán	751
sotaquirá	1909
sotelo	150
soto	2221
sotobán	134
sotomonte	1419
stella	1025
stillfried	1174
suancha	994
suarique	183
suavita	113
suaza	1120
sucerquia	198
sucesión	1924
sucre	1371
suesca	1723
suescún	2218
suica	32
sumapáz	1033
supanteve	608
suspe	205
sustampira	781
susunaga	1595
suárez	2468
szemelveisz	578
sábato	1480
sáenz	2429
sánchez	2478
sárate	14
tabaco	1630
taborda	107
tafúr	797
taita	697
talero	1582
tamayo	2107
tambo	575
tandioy	25
tangua	826
tapia	1690
tapias	130
tapiero	1439
tarazona	2195
tarcisio	557
tarciso	517
tarquino	776
tatiana	1535
tavera	1314
teatino	1424
tegua	1212
tejedor	1114
telésforo	490
temístocles	1640
tenjo	667
teobaldo	196
teodomila	1213
teodoro	1273
teofilde	248
teovaldo	329
teresa	2174
tereza	726
tetelúa	226
teudolo	441
teófilo	1441
tibabija	356
tibacuy	1657
tibaduiza	2334
tibagán	120
tibambre	436
tibamosa	659
tibamoso	1058
tibamozo	883
tibaque	768
tibaquira	1153
tibatá	1821
tibavija	2042
tibay	1186
tiberio	1869
tiburcio	53
tiedra	1143
tiga	58
tilia	427
tilsia	672
timoleo	680
timoleón	2073
timoteo	324
tinedo	72
tinjacá	1510
tinoco	126
tipazoca	1370
tirso	1330
tiusaba	1258
tiuzo	64
tiófilo	675
tobar	135
tobaría	422
tobasura	1964
tobian	618
tobito	791
tobón	700
tocarruncho	2007
tojanci	2119
toloza	466
tomás	574
toncón	1898
toner	121
tongua	750
toni	389
tonocolia	386
tonsasci	23
torache	1753
toribio	146
tornero	929
toro	1444
torrecilla	1040
torres	2469
toscano	469
totaitive	1601
tovar	2168
tovasura	889
translaviña	1256
traslaviña	1706
trejos	1545
triana	1649
triglia	671
trillos	1021
trinidad	1905
tristancho	1746
truca	807
trujillo	2118
tránsito	2077
tuay	593
tufik	1139
tulfo	923
tulio	1586
tumay	657
tunarosa	699
tunarrosa	1643
tunjacipá	755
tupanteve	2065
turbay	1007
turiel	621
téllez	411
ubaldina	563
ubilerma	916
uchamocha	2028
ucrós	1584
uladislao	873
uldarico	1551
ulises	1860
ulloa	1620
ulpiano	1796
umaña	1547
umbacia	825
umbariba	170
umbarila	1935
uncaria	83
undelina	555
unibio	419
unriza	2012
unrriza	1235
urazán	1056
urbano	1966
urego	763
ureña	1592
urian	954
uricoechea	663
uriel	2080
urintive	1867
uriza	1079
urpiano	274
urquijo	1295
urrea	688
urrego	2033
urrutia	846
urueña	965
usaquén	829
uscátegui	2413
useche	1965
useda	426
usgame	716
usme	1571
uva	1166
uvaldina	532
uvaldino	816
uyabán	1456
vaca	1100
vacares	662
valbuena	2274
valcárcel	2109
valderrama	2398
valdión	694
valdés	1553
valencia	1911
valentina	1730
valentín	1408
valeria	291
valerio	460
valero	1598
valest	1375
valiente	470
vallares	1022
vallejo	2179
vanegas	1932
vaquero	890
vaquiro	1402
varela	1900
varelo	245
vargas	2477
vasallo	384
vega	2196
vegamaría	1347
velandia	2452
velasco	2200
velosa	128
velásquez	2316
venado	1195
venancio	679
venavides	987
ventura	744
vera	1560
verbel	1070
verdugo	1950
verenice	1254
vergara	2268
vergel	2169
verona	102
verónica	98
viajan	372
viancha	1686
viasus	1533
vicencio	194
vicenta	1013
vicente	2138
victoria	1126
vides	1729
viedma	580
viguéz	133
villa	328
villabón	262
villafañe	1157
villafrades	1628
villagrán	89
villalba	1735
villalobos	1748
villalva	1063
villamarín	523
villamil	2369
villamizar	1471
villamor	809
villanueva	1955
villaquirán	793
villareal	861
villate	2156
villesca	796
villescas	572
villeta	827
vinchery	1922
virgilio	1876
virginia	2005
virgues	8
virguez	1390
virviescas	630
visitación	1755
viviescas	1599
vladimir	1454
vogell	477
vásquez	2347
vélez	418
víctor	2459
wagner	1115
waked	505
waldo	402
walter	590
walteros	2246
walther	1177
wenceslado	1149
wenceslao	1468
widerkehr	478
wilches	2210
wilfrido	815
william	2434
willinton	481
wilman	1814
wilmer	1397
wilson	2332
wiston	1073
wittingham	344
wittinghan	1549
xavier	60
ximena	1015
yackeline	26
yagama	499
yalile	440
yamile	381
yaneth	1597
yanid	946
yanira	1363
yaqueline	385
yaquive	1478
yaride	279
yasmín	1197
yavé	92
yazmin	1226
yen	1423
yenny	1613
yesenia	1683
yesid	1891
yezenia	334
yilcen	1182
yimmy	1355
yisela	303
yohana	649
yolanda	1675
yolima	1446
young	106
yovany	148
yunis	1246
zambrano	2331
zamora	2131
zamudio	212
zanguña	852
zaraza	1789
zenaida	87
zipa	1071
zocimo	394
zoila	1760
zoraida	349
zorro	1918
zotaquirá	1311
zubieta	1626
zulema	284
zuleta	1255
zuluaga	1366
zuria	942
zárate	1873
zúñiga	1655
águeda	137
álvarez	2419
álvaro	2321
ángel	2286
ángela	2233
ángeles	959
ávila	2072
érica	1503
ítalo	1006
úrsula	1343
